chr	Start	End	Length	Hits	center	median
chr8	109584028	109584090	63	5.341598553	109584066	109584066
chr8	109652524	109652596	73	10.96207574	109652554	109652555
chr8	109663292	109663489	198	39.34334034	109663372	109663377
chr8	109681323	109681786	464	10.46867507	109681598	109681585
chr8	109715220	109715262	43	2.338290129	109715234	109715240
chr8	109829439	109829484	46	2.166672505	109829463	109829468
chr8	109838693	109839002	310	16.94724039	109838756	109838802
chr8	110014284	110014349	66	2.917499611	110014313	110014314
chr8	110020607	110020662	56	2.188124708	110020639	110020660
chr8	110070760	110070894	135	11.54128523	110070825	110070824
chr8	110160159	110160197	39	2.724429784	110160172	110160173
chr8	110440557	110440868	312	22.43900436	110440804	110440784
chr8	110765532	110765670	139	17.11885801	110765592	110765593
chr8	110848229	110848304	76	9.760752375	110848259	110848261
chr8	110876631	110876667	37	2.917499611	110876649	110876649
chr8	110942136	110942211	76	92.88803909	110942172	110942171
chr8	111099589	111099615	27	5.212885334	111099595	111099595
chr8	111252096	111252901	806	112.4739004	111252592	111252582
chr8	111563606	111563659	54	4.440606026	111563638	111563633
chr8	111573383	111574603	1221	253.6723007	111574122	111574092
chr8	111659222	111659731	510	57.40609529	111659539	111659530
chr8	111801883	111801968	86	4.676580259	111801919	111801920
chr8	111835722	111835754	33	2.660073175	111835742	111835743
chr8	112114508	112114695	188	22.24593453	112114624	112114617
chr8	112124915	112125420	506	40.41595049	112125196	112125167
chr8	112132207	112132523	317	11.84161607	112132477	112132385
chr8	112164780	112164909	130	32.07104352	112164866	112164862
chr8	112306501	112306606	106	6.800348358	112306546	112306549
chr8	112322781	112322821	41	2.938951814	112322820	112322819
chr8	112355589	112355658	70	6.800348358	112355627	112355626
chr8	112368868	112368898	31	2.295385723	112368877	112368877
chr8	112421523	112421600	78	6.950513779	112421578	112421577
chr8	112534720	112534948	229	17.37628445	112534788	112534830
chr8	112672640	112672739	100	6.800348358	112672689	112672690
chr8	112892355	112892427	73	3.668326717	112892398	112892396
chr8	113108802	113108894	93	4.976911101	113108847	113108848
chr8	113145269	113145627	359	28.59578663	113145347	113145368
chr8	113397586	113397715	130	24.51986805	113397633	113397637
chr8	113546770	113546810	41	3.024760626	113546805	113546805
chr8	113706327	113707220	894	122.5778881	113706662	113706666
chr8	113722344	113722400	57	5.298694146	113722366	113722368
chr8	113995300	113995431	132	13.34327028	113995344	113995349
chr8	114152806	114152874	69	7.658436479	114152825	114152826
chr8	114172074	114172449	376	18.06275494	114172135	114172265
chr8	114210839	114211177	339	39.21462712	114210918	114210936
chr8	114305702	114306559	858	110.4359412	114306202	114306208
chr8	114350042	114350071	30	2.188124708	114350044	114350050
chr8	114547137	114547609	473	46.31530632	114547232	114547269
chr8	114726818	114726884	67	3.47525689	114726842	114726842
chr8	115215649	115215720	72	4.311892807	115215675	115215676
chr8	115262721	115263288	568	57.06286004	115262980	115263023
chr8	115697685	115697883	199	26.12878328	115697764	115697765
chr8	115818078	115818172	95	8.001671727	115818138	115818136
chr8	115827731	115827764	34	7.701340885	115827763	115827763
chr8	116158802	116158854	53	2.102315896	116158825	116158828
chr8	116571450	116572108	659	72.29392418	116571972	116571933
chr8	116880533	116880847	315	12.67825199	116880768	116880714
chr8	117113421	117113998	578	65.81535887	117113688	117113670
chr8	117413426	117413498	73	8.73104663	117413449	117413450
chr8	117441228	117441267	40	5.641929395	117441260	117441259
chr8	117457666	117457762	97	8.924116457	117457729	117457728
chr8	117522201	117522737	537	55.88298887	117522311	117522353
chr8	117760789	117761083	295	13.92247976	117760821	117760855
chr8	117999877	118001037	1161	135.1059746	118000413	118000430
chr8	118105551	118105606	56	2.853143002	118105584	118105583
chr8	118329161	118329287	127	8.645237818	118329222	118329223
chr8	118450957	118451023	67	3.282187062	118450991	118450991
chr8	118475798	118475916	119	6.521469719	118475863	118475860
chr8	118582677	118582812	136	33.95883738	118582741	118582740
chr8	118611708	118611799	92	6.800348358	118611730	118611731
chr8	118706553	118706918	366	30.65519812	118706829	118706791
chr8	118910633	118910740	108	29.28225713	118910694	118910695
chr8	119082299	119082380	82	7.8086019	119082358	119082355
chr8	119093693	119093866	174	55.51830142	119093785	119093787
chr8	119167879	119168192	314	16.71126615	119168145	119168101
chr8	119234854	119235370	517	20.12216643	119235137	119235123
chr8	119249391	119249446	56	2.595716566	119249412	119249412
chr8	119397439	119397486	48	2.638620972	119397459	119397451
chr8	119439365	119439447	83	8.001671727	119439421	119439419
chr8	119830054	119830101	48	4.633675853	119830081	119830080
chr8	120044024	120044097	74	6.607278531	120044050	120044052
chr8	120078954	120079418	465	28.89611747	120079076	120079148
chr8	120153107	120153656	550	34.0875506	120153382	120153398
chr8	120311573	120312088	516	83.64213958	120311651	120311702
chr8	120375791	120375863	73	4.290440604	120375828	120375829
chr8	120455130	120455287	158	33.67995874	120455201	120455198
chr8	120550508	120550571	64	3.110569438	120550552	120550554
chr8	121074802	121074833	32	4.955458898	121074805	121074805
chr8	121184268	121184361	94	18.14856376	121184299	121184300
chr8	121244032	121244122	91	8.623785615	121244073	121244074
chr8	121443188	121443870	683	135.6637319	121443482	121443501
chr8	121483367	121483697	331	7.272296825	121483389	121483482
chr8	121740744	121740805	62	4.82674568	121740777	121740774
chr8	121820791	121822073	1283	446.5061537	121821929	121821717
chr8	121888915	121888995	81	4.140275183	121888961	121888957
chr8	122084898	122084923	26	2.080863693	122084907	122084907
chr8	122261657	122262537	881	16.36803091	122262470	122262307
chr8	122417842	122418029	188	14.43733263	122417889	122417903
chr8	122473882	122474822	941	184.7892768	122474411	122474401
chr8	122527944	122528380	437	92.22302079	122528049	122528156
chr8	122949115	122949198	84	4.204631792	122949157	122949155
chr8	122957506	122958027	522	80.46721354	122957928	122957885
chr8	123095157	123095215	59	7.079226997	123095198	123095198
chr8	123279990	123280148	159	6.714539546	123280067	123280064
chr8	123348113	123348185	73	4.719484665	123348164	123348167
chr8	123832911	123833209	299	124.6158474	123833093	123833088
chr8	124056446	124056637	192	21.85979488	124056540	124056536
chr8	124241409	124242065	657	73.92429161	124241749	124241721
chr8	124314208	124314252	45	2.295385723	124314238	124314229
chr8	124349402	124349937	536	13.42907909	124349683	124349665
chr8	124493135	124493161	27	2.252481317	124493156	124493156
chr8	124495796	124496158	363	20.07926203	124495863	124495918
chr8	124504351	124504431	81	4.848197883	124504397	124504398
chr8	124523334	124523712	379	57.87804375	124523569	124523566
chr8	124559128	124559892	765	65.34341041	124559431	124559479
chr8	124635513	124635565	53	3.582517905	124635554	124635551
chr8	124695045	124695609	565	40.50175931	124695345	124695320
chr8	124728322	124728419	98	5.363050756	124728361	124728359
chr8	124729699	124729823	125	19.30698272	124729790	124729785
chr8	124808589	124808683	95	7.465366652	124808636	124808638
chr8	124911472	124911949	478	22.05286471	124911745	124911704
chr8	124983408	124983469	62	4.504962635	124983429	124983431
chr8	124991917	124992868	952	188.2859859	124992213	124992241
chr8	125045889	125045924	36	4.290440604	125045912	125045911
chr8	125055856	125055937	82	11.73435505	125055879	125055882
chr8	125249418	125249791	374	13.83667095	125249709	125249652
chr8	125338426	125338563	138	8.237645961	125338475	125338487
chr8	125443278	125443991	714	44.83510432	125443656	125443609
chr8	125467069	125467125	57	3.153473844	125467095	125467095
chr8	125487327	125487352	26	7.894410712	125487333	125487334
chr8	125518702	125518805	104	8.259098164	125518727	125518733
chr8	125737140	125737402	263	16.41093531	125737332	125737293
chr8	125937893	125938051	159	9.589134751	125937902	125937927
chr8	126100248	126100363	116	9.16009069	126100299	126100299
chr8	126137083	126137244	162	21.88124708	126137170	126137166
chr8	126326362	126326518	157	12.24920793	126326389	126326411
chr8	126379760	126379921	162	13.81521875	126379846	126379851
chr8	126506976	126507264	289	79.78074304	126507122	126507122
chr8	126565067	126565860	794	75.68337226	126565485	126565481
chr8	127560353	127560468	116	14.33007162	127560429	127560427
chr8	127817502	127818162	661	50.67010354	127817827	127817835
chr8	128198298	128198948	651	80.05962168	128198687	128198645
chr8	128217066	128217403	338	13.40762689	128217136	128217185
chr8	128229942	128230094	153	8.666690021	128230021	128230019
chr8	128294332	128294433	102	11.62709404	128294406	128294406
chr8	128372640	128373543	904	129.3782364	128373031	128373052
chr8	128504180	128504227	48	6.349852095	128504202	128504202
chr8	129264273	129265350	1078	159.7545559	129264642	129264637
chr8	129269871	129270490	620	41.70308268	129270195	129270166
chr9	3002531	3002576	46	3.839944341	3002558	3002558
chr9	3037355	3037382	28	5.448859568	3037376	3037376
chr9	3317578	3317640	63	8.323454773	3317619	3317618
chr9	3427084	3427201	118	16.47529192	3427130	3427129
chr9	4046031	4046095	65	8.151837148	4046074	4046074
chr9	4435278	4435524	247	45.88626226	4435387	4435390
chr9	4446982	4447055	74	4.719484665	4447025	4447025
chr9	4480690	4481116	427	36.74762378	4481042	4481001
chr9	4484511	4484633	123	15.55284719	4484540	4484548
chr9	4839624	4839677	54	3.153473844	4839655	4839654
chr9	5168255	5168412	158	16.13205667	5168376	5168347
chr9	5719345	5719394	50	2.55281216	5719380	5719377
chr9	6247130	6247270	141	20.07926203	6247225	6247225
chr9	6459949	6460106	158	9.567682548	6460023	6460029
chr9	6535579	6537203	1625	149.1357154	6536765	6536760
chr9	6564166	6564311	146	12.82841741	6564230	6564234
chr9	6836957	6837023	67	6.821800561	6836990	6836990
chr9	7168859	7168945	87	4.783841274	7168896	7168897
chr9	7564875	7564976	102	6.993418185	7564930	7564928
chr9	7591110	7591239	130	9.245899503	7591179	7591178
chr9	7626798	7628434	1637	35.35323058	7628373	7628089
chr9	7678918	7679033	116	8.366359179	7678966	7678967
chr9	7784694	7785337	644	74.76092753	7785231	7785190
chr9	7848361	7848396	36	16.60400514	7848368	7848368
chr9	9138113	9138227	115	8.430715788	9138201	9138190
chr9	9735431	9735563	133	19.62876577	9735505	9735505
chr9	10096238	10096753	516	154.6274794	10096628	10096599
chr9	10105117	10105307	191	57.83513935	10105196	10105197
chr9	10167472	10167508	37	2.76733419	10167502	10167502
chr9	10540775	10540842	68	5.191433131	10540801	10540806
chr9	11142583	11142651	69	5.277241943	11142605	11142608
chr9	11247374	11247778	405	27.22284564	11247456	11247552
chr9	11278860	11278951	92	23.61887553	11278885	11278887
chr9	11579193	11579437	245	18.98519967	11579333	11579317
chr9	12636252	12636325	74	3.646874514	12636278	12636280
chr9	12835698	12836193	496	24.41260704	12836041	12836015
chr9	12961371	12961402	32	3.861396544	12961387	12961387
chr9	13216695	13216758	64	4.054466371	13216729	13216729
chr9	13234036	13234388	353	34.55949907	13234329	13234269
chr9	13304813	13304879	67	3.68977892	13304842	13304842
chr9	13444550	13445125	576	77.29228749	13444726	13444779
chr9	13542773	13543618	846	121.5267301	13543122	13543184
chr9	13671857	13672531	675	94.58276312	13672181	13672186
chr9	13794877	13795175	299	10.57593609	13794909	13794983
chr9	13797458	13797594	137	10.27560525	13797550	13797541
chr9	13807198	13807700	503	76.94905224	13807607	13807545
chr9	13935099	13935141	43	1.952150475	13935107	13935112
chr9	14039527	14040059	533	56.52655496	14039840	14039814
chr9	14208520	14208591	72	6.049521252	14208536	14208537
chr9	14283625	14284062	438	68.94738051	14283956	14283931
chr9	14457590	14457990	401	82.3550074	14457881	14457873
chr9	15237982	15238124	143	10.53303168	15238061	15238063
chr9	15368720	15368852	133	15.05944652	15368792	15368794
chr9	15609081	15609727	647	100.8682586	15609446	15609439
chr9	15672109	15672161	53	2.896047408	15672139	15672138
chr9	15691616	15692625	1010	159.239703	15692089	15692084
chr9	15870318	15870353	36	2.445551145	15870330	15870331
chr9	15994789	15994827	39	5.556120583	15994814	15994813
chr9	16594972	16595206	235	46.89451581	16595092	16595090
chr9	17563031	17563058	28	12.46372996	17563032	17563032
chr9	17872260	17872350	91	18.98519967	17872309	17872308
chr9	18021070	18021240	171	14.65185466	18021130	18021142
chr9	18763794	18764664	871	498.2488674	18764497	18764449
chr9	20535538	20535659	122	9.310256112	20535610	20535608
chr9	20568205	20568305	101	42.30374436	20568274	20568273
chr9	20662389	20662526	138	19.65021797	20662443	20662443
chr9	20994759	20995440	682	291.2780126	20995312	20995311
chr9	21166275	21166339	65	10.6402927	21166338	21166337
chr9	21180863	21180936	74	7.036322591	21180913	21180910
chr9	21218178	21218782	605	148.771028	21218522	21218524
chr9	21258862	21258912	51	44.27734704	21258895	21258895
chr9	21296686	21296825	140	15.55284719	21296772	21296769
chr9	22071342	22071435	94	15.14525533	22071362	22071362
chr9	22099748	22099818	71	4.33334501	22099789	22099787
chr9	22107919	22107992	74	3.711231123	22107955	22107956
chr9	22312998	22313108	111	8.473620194	22313075	22313069
chr9	22353634	22354725	1092	616.5577671	22354162	22354130
chr9	22458555	22458608	54	4.011561965	22458604	22458603
chr9	22532166	22532200	35	4.547867041	22532189	22532188
chr9	22549031	22549064	34	3.153473844	22549048	22549048
chr9	22769263	22769432	170	15.29542075	22769335	22769344
chr9	22827611	22828767	1157	346.2171046	22828118	22828194
chr9	23179703	23179906	204	31.62054725	23179789	23179792
chr9	23385265	23385664	400	59.74438542	23385562	23385541
chr9	23460763	23460953	191	21.62382065	23460851	23460851
chr9	24813941	24813973	33	2.509907754	24813965	24813964
chr9	24991356	24991518	163	9.503325939	24991427	24991442
chr9	25030499	25030667	169	24.77729449	25030609	25030603
chr9	25108358	25108566	209	9.696395766	25108375	25108420
chr9	25274904	25275493	590	26.17168769	25275147	25275179
chr9	25333131	25333216	86	7.787149697	25333200	25333197
chr9	26287559	26287601	43	2.810238596	26287598	26287591
chr9	26397192	26397680	489	108.4623385	26397605	26397551
chr9	26879138	26879246	109	12.20630352	26879196	26879193
chr9	27077830	27077932	103	8.94556866	27077883	27077882
chr9	27149284	27149385	102	18.53470341	27149338	27149337
chr9	27216550	27216647	98	9.674943563	27216566	27216571
chr9	27226819	27226906	88	19.77893119	27226885	27226880
chr9	27263488	27263633	146	13.92247976	27263577	27263571
chr9	27553644	27553764	121	6.971965982	27553726	27553711
chr9	27558708	27558799	92	15.40268177	27558743	27558745
chr9	27686505	27687612	1108	193.7562977	27686984	27687014
chr9	28168548	28169022	475	113.7610326	28168910	28168868
chr9	28224291	28224342	52	3.968657559	28224291	28224292
chr9	28347857	28347952	96	20.48685389	28347927	28347925
chr9	28389868	28390020	153	13.23600926	28389930	28389935
chr9	28537015	28537115	101	13.36472248	28537078	28537077
chr9	28656320	28656715	396	53.75922077	28656639	28656515
chr9	29090443	29090467	25	2.037959287	29090452	29090455
chr9	29107020	29107081	62	3.239282656	29107052	29107050
chr9	29389125	29389520	396	33.18655808	29389221	29389261
chr9	29455865	29455992	128	10.91917134	29455925	29455927
chr9	29747015	29747184	170	11.99178149	29747107	29747110
chr9	29950422	29950579	158	17.0330492	29950492	29950495
chr9	30088918	30089304	387	8.688142224	30088975	30089096
chr9	30138091	30138135	45	4.998363304	30138132	30138131
chr9	31305770	31305805	36	5.792094816	31305800	31305799
chr9	31391707	31393096	1390	474.9517749	31392319	31392288
chr9	31600197	31600669	473	58.11401799	31600271	31600307
chr9	31874406	31874985	580	72.57280282	31874723	31874714
chr9	31904591	31904727	137	6.800348358	31904701	31904678
chr9	31982898	31982984	87	5.74919041	31982932	31982933
chr9	32087114	32087185	72	3.668326717	32087136	32087142
chr9	32256402	32256477	76	3.367995874	32256439	32256434
chr9	32571547	32572374	828	78.70813289	32571837	32571847
chr9	32598756	32598937	182	72.22956758	32598858	32598856
chr9	33430011	33430246	236	20.31523626	33430070	33430104
chr9	33439362	33439810	449	61.67508369	33439455	33439469
chr9	33732735	33733051	317	138.4954227	33732901	33732900
chr9	34287347	34287501	155	8.473620194	34287416	34287413
chr9	34502090	34502137	48	2.445551145	34502117	34502117
chr9	34559990	34560231	242	32.11394792	34560125	34560123
chr9	34660475	34660872	398	50.86317337	34660578	34660588
chr9	34966860	34967351	492	46.40111514	34967097	34967087
chr9	35013022	35013717	696	337.7649366	35013398	35013392
chr9	35043374	35043487	114	8.237645961	35043440	35043439
chr9	35103499	35103559	61	2.702977581	35103526	35103526
chr9	35305385	35305487	103	13.45053129	35305455	35305454
chr9	35418012	35418150	139	40.15852406	35418038	35418043
chr9	35527234	35527260	27	2.05941149	35527246	35527246
chr9	35619038	35619755	718	178.889921	35619395	35619468
chr9	35903064	35903177	114	4.033014168	35903132	35903122
chr9	37011256	37011305	50	4.698032462	37011285	37011286
chr9	38518269	38518314	46	3.711231123	38518272	38518272
chr9	38730423	38730519	97	4.891102289	38730460	38730465
chr9	39097232	39097577	346	24.97036432	39097284	39097324
chr9	39912200	39912644	445	45.07107855	39912313	39912351
chr9	40405959	40406980	1022	268.5601296	40406439	40406429
chr9	41028767	41029182	416	133.4970594	41029047	41029039
chr9	41051635	41052018	384	120.2181457	41051942	41051924
chr9	41178182	41178613	432	24.73439008	41178529	41178488
chr9	41196193	41196328	136	38.01330376	41196289	41196279
chr9	41232198	41232249	52	2.681525378	41232218	41232234
chr9	41411596	41412041	446	120.2825023	41411932	41411910
chr9	41440687	41440758	72	5.513216177	41440745	41440741
chr9	41675630	41675660	31	2.810238596	41675657	41675658
chr9	41849842	41851255	1414	481.7950277	41850494	41850463
chr9	42010149	42010535	387	13.40762689	42010189	42010282
chr9	42011591	42012248	658	218.7695664	42011714	42011728
chr9	42237610	42238471	862	121.8914176	42237962	42237962
chr9	42264454	42264502	49	3.518161296	42264499	42264499
chr9	42509217	42509324	108	8.709594427	42509260	42509262
chr9	42528388	42528739	352	25.07762533	42528685	42528639
chr9	42605452	42605554	103	16.36803091	42605517	42605517
chr9	42715351	42715761	411	25.72119142	42715664	42715638
chr9	42728379	42728450	72	2.76733419	42728424	42728432
chr9	42738575	42738714	140	7.572627667	42738626	42738642
chr9	42882116	42882184	69	2.917499611	42882146	42882147
chr9	42936975	42937158	184	24.26244162	42937039	42937044
chr9	42949198	42949271	74	7.165035809	42949240	42949238
chr9	43722642	43722684	43	2.745881987	43722664	43722671
chr9	44026530	44026654	125	9.288803909	44026612	44026610
chr9	44089885	44090240	356	25.5281216	44089946	44090001
chr9	44135336	44135909	574	24.09082399	44135400	44135521
chr9	44188462	44188955	494	64.91436635	44188825	44188782
chr9	44195939	44196055	117	9.910917796	44196013	44196012
chr9	44311887	44311950	64	4.483510432	44311918	44311919
chr9	44347074	44347112	39	3.110569438	44347077	44347078
chr9	44622649	44623519	871	233.8075607	44623142	44623157
chr9	44629917	44630055	139	7.679888682	44629989	44629988
chr9	44775043	44775195	153	15.18815974	44775124	44775119
chr9	44938121	44938212	92	26.19313989	44938175	44938174
chr9	45112252	45112715	464	223.6177643	45112353	45112412
chr9	45144154	45144364	211	14.67330687	45144193	45144216
chr9	45682341	45682670	330	34.19481162	45682609	45682585
chr9	46521413	46521546	134	24.8631033	46521476	46521477
chr9	46804979	46805383	405	75.14706719	46805040	46805070
chr9	46856698	46856722	25	1.13696676	46856710	46856717
chr9	46985194	46985274	81	9.245899503	46985240	46985239
chr9	47018999	47019032	34	2.745881987	47019011	47019011
chr9	47400556	47400582	27	2.05941149	47400569	47400569
chr9	47532956	47533362	407	54.81037872	47533069	47533084
chr9	47588500	47588562	63	7.207940215	47588537	47588537
chr9	47855224	47855529	306	16.58255294	47855286	47855313
chr9	47998855	47998885	31	1.973602678	47998874	47998879
chr9	48060365	48061872	1508	247.6013273	48061011	48061072
chr9	48358277	48358620	344	14.69475907	48358583	48358542
chr9	48668969	48669117	149	10.98352795	48669039	48669038
chr9	48692567	48692835	269	6.950513779	48692775	48692724
chr9	48700054	48700097	44	2.681525378	48700088	48700077
chr9	48806845	48806886	42	2.810238596	48806862	48806867
chr9	48839912	48839970	59	4.783841274	48839925	48839927
chr9	48966735	48966776	42	5.599024989	48966759	48966761
chr9	49029185	49029268	84	7.572627667	49029237	49029237
chr9	49060623	49061175	553	19.54295695	49060667	49060780
chr9	49069728	49070564	837	128.7990269	49070197	49070190
chr9	49317158	49317665	508	61.93251013	49317309	49317334
chr9	49691985	49692082	98	11.69145065	49692041	49692035
chr9	49822042	49822128	87	12.65679978	49822065	49822067
chr9	49878983	49879077	95	6.414208704	49879031	49879030
chr9	50179859	50179902	44	4.011561965	50179889	50179889
chr9	50248597	50248628	32	2.402646738	50248609	50248613
chr9	50305609	50306093	485	101.5118247	50305979	50305939
chr9	50425250	50425352	103	6.564374125	50425294	50425295
chr9	50614545	50615276	732	202.4015355	50614877	50614880
chr9	50621190	50621799	610	115.7131831	50621508	50621512
chr9	50665049	50665741	693	40.41595049	50665416	50665407
chr9	50802011	50802087	77	9.674943563	50802053	50802053
chr9	51149284	51149668	385	59.95890745	51149581	51149571
chr9	51194264	51194369	106	34.13045501	51194345	51194341
chr9	51462138	51462290	153	41.83179589	51462210	51462207
chr9	51579145	51579236	92	8.688142224	51579200	51579199
chr9	51776444	51776544	101	6.435660907	51776508	51776502
chr9	51787509	51787978	470	46.37966293	51787868	51787807
chr9	52048145	52048194	50	2.316837926	52048159	52048150
chr9	52051273	52051330	58	4.955458898	52051296	52051297
chr9	52075076	52075634	559	129.2066188	52075430	52075433
chr9	52077704	52077980	277	32.22120894	52077832	52077836
chr9	52079615	52079763	149	20.37959287	52079711	52079710
chr9	52099007	52099285	279	14.13700179	52099042	52099149
chr9	52195625	52195731	107	64.89291414	52195681	52195681
chr9	52311200	52311260	61	3.539613499	52311230	52311230
chr9	52321418	52321590	173	22.41755216	52321520	52321514
chr9	52398975	52399957	983	201.6721606	52399456	52399456
chr9	52548379	52548501	123	6.693087343	52548433	52548434
chr9	52679533	52679760	228	4.976911101	52679735	52679657
chr9	53144322	53144795	474	58.15692239	53144669	53144647
chr9	53479723	53479799	77	8.645237818	53479742	53479743
chr9	53497969	53498832	864	128.0481998	53498542	53498527
chr9	53584779	53585593	815	203.6028589	53585271	53585245
chr9	53655390	53656087	698	87.78241477	53655677	53655684
chr9	53797799	53797941	143	6.714539546	53797853	53797865
chr9	53809447	53809973	527	30.95552896	53809522	53809593
chr9	53877479	53877531	53	3.861396544	53877498	53877501
chr9	53892539	53892639	101	4.140275183	53892585	53892583
chr9	54026318	54026373	56	3.711231123	54026349	54026348
chr9	54245624	54246465	842	116.8072455	54245970	54245969
chr9	54273330	54273416	87	4.268988401	54273356	54273353
chr9	54646784	54646850	67	5.062719913	54646825	54646826
chr9	54801812	54801845	34	2.295385723	54801835	54801839
chr9	55328301	55328490	190	42.45390978	55328399	55328394
chr9	55602299	55602419	121	23.12547486	55602366	55602364
chr9	55796550	55796878	329	13.19310486	55796797	55796764
chr9	55936138	55936293	156	8.066028336	55936194	55936205
chr9	56565997	56566303	307	6.993418185	56566278	56566156
chr9	56732841	56733656	816	40.75918574	56733315	56733290
chr9	56855140	56855226	87	8.666690021	56855173	56855174
chr9	56873353	56873462	110	8.259098164	56873394	56873394
chr9	56881808	56882329	522	46.8516114	56882103	56882087
chr9	57082293	57082677	385	28.48852561	57082548	57082526
chr9	57429008	57429170	163	34.17335941	57429101	57429096
chr9	57610847	57610970	124	17.91258952	57610929	57610926
chr9	57697538	57697625	88	7.014870388	57697573	57697576
chr9	57723989	57724823	835	187.1490192	57724297	57724292
chr9	57776982	57777154	173	17.41918885	57777070	57777068
chr9	57943863	57943893	31	7.529723261	57943864	57943864
chr9	57981450	57981503	54	3.732683326	57981499	57981499
chr9	58270677	58270772	96	5.813547019	58270702	58270713
chr9	58435159	58435482	324	10.03963101	58435464	58435378
chr9	58437542	58437611	70	5.234337537	58437558	58437560
chr9	58474887	58475008	122	7.701340885	58474959	58474956
chr9	58644722	58645109	388	74.86818855	58644814	58644841
chr9	58834653	58835039	387	12.27066013	58834991	58834924
chr9	58954957	58955034	78	3.561065702	58954999	58954999
chr9	58978730	58980009	1280	200.5780983	58979301	58979236
chr9	58983232	58983621	390	63.60578196	58983518	58983498
chr9	58986405	58986671	267	30.09744084	58986547	58986540
chr9	59463488	59463590	103	26.9868714	59463554	59463554
chr9	59484159	59485009	851	494.5376363	59484675	59484669
chr9	59500719	59501343	625	113.1818231	59500985	59500969
chr9	59653607	59653935	329	24.69148568	59653855	59653829
chr9	59660270	59660807	538	102.391365	59660549	59660529
chr9	59982301	59982471	171	30.93407676	59982368	59982371
chr9	60010764	60010838	75	5.663381598	60010808	60010807
chr9	60052566	60052945	380	13.81521875	60052884	60052789
chr9	60166686	60167561	876	62.21138876	60167174	60167200
chr9	60571458	60571559	102	4.633675853	60571517	60571512
chr9	60638843	60638913	71	14.11554959	60638873	60638873
chr9	61006170	61006600	431	19.24262611	61006501	61006414
chr9	61031462	61031563	102	16.79707497	61031510	61031510
chr9	61181436	61181486	51	2.724429784	61181466	61181467
chr9	61474801	61474867	67	9.095734081	61474831	61474831
chr9	61478882	61478969	88	5.04126771	61478915	61478916
chr9	61532577	61532645	69	4.11882298	61532601	61532602
chr9	61694426	61694484	59	4.247536198	61694454	61694451
chr9	61907074	61907166	93	3.839944341	61907121	61907122
chr9	62008698	62008741	44	4.204631792	62008734	62008733
chr9	62086451	62086898	448	121.0333295	62086668	62086666
chr9	62253463	62253884	422	95.61246887	62253762	62253750
chr9	62257461	62257781	321	22.7393352	62257510	62257534
chr9	62327781	62328817	1037	143.3221684	62328321	62328304
chr9	62724626	62724873	248	11.19804998	62724666	62724704
chr9	62891367	62891419	53	2.788786393	62891386	62891387
chr9	62931749	62931807	59	3.024760626	62931780	62931780
chr9	63346893	63346983	91	4.161727386	63346940	63346939
chr9	63446361	63446415	55	4.075918574	63446412	63446410
chr9	63509009	63509488	480	44.87800872	63509376	63509329
chr9	63640974	63641475	502	49.61894559	63641086	63641113
chr9	63732616	63732754	139	8.73104663	63732648	63732676
chr9	63734529	63734664	136	24.04791959	63734621	63734609
chr9	63793918	63794364	447	35.41758719	63794267	63794191
chr9	64174688	64175144	457	113.2890842	64174760	64174799
chr9	64252355	64252421	67	4.740936868	64252388	64252386
chr9	64472982	64473930	949	97.39300172	64473483	64473544
chr9	64507075	64507187	113	21.81689047	64507127	64507128
chr9	64564440	64564531	92	61.41765725	64564521	64564518
chr9	64611085	64611630	546	68.51833645	64611390	64611305
chr9	64688032	64688687	656	134.8485482	64688366	64688371
chr9	64693806	64693839	34	1.952150475	64693825	64693818
chr9	65017228	65017298	71	3.797039935	65017266	65017266
chr9	65145291	65145450	160	28.18819477	65145340	65145347
chr9	65176048	65176260	213	9.288803909	65176065	65176111
chr9	65210272	65210408	137	7.980219524	65210365	65210354
chr9	65437097	65437224	128	15.66010821	65437147	65437148
chr9	65546033	65547118	1086	100.2032403	65546642	65546608
chr9	65695595	65696280	686	21.04461116	65695655	65695879
chr9	65708417	65708487	71	4.376249417	65708437	65708441
chr9	65831804	65832101	298	22.50336097	65831824	65831857
chr9	65834704	65835244	541	477.8263701	65834769	65834787
chr9	65902744	65902805	62	3.089117235	65902787	65902776
chr9	66030242	66030288	47	7.465366652	66030269	66030268
chr9	66242909	66243076	168	11.84161607	66242982	66242986
chr9	66527303	66527676	374	65.53648023	66527401	66527425
chr9	66576853	66576897	45	9.117186284	66576868	66576868
chr9	66691699	66691742	44	2.831690799	66691728	66691734
chr9	66719022	66719058	37	2.681525378	66719044	66719044
chr9	66767243	66768178	936	242.3240853	66767807	66767781
chr9	66850962	66851072	111	15.03799432	66851021	66851021
chr9	66954723	66954929	207	30.97698116	66954825	66954825
chr9	67358909	67358997	89	4.140275183	67358957	67358957
chr9	67482581	67482630	50	2.102315896	67482597	67482595
chr9	67494388	67494417	30	4.740936868	67494400	67494400
chr9	67813394	67813470	77	12.18485132	67813435	67813435
chr9	67860430	67860552	123	18.29872918	67860496	67860495
chr9	67927023	67927169	147	8.537976803	67927097	67927094
chr9	68154399	68154494	96	4.590771447	68154439	68154441
chr9	68166993	68167370	378	51.93578352	68167062	68167086
chr9	68227345	68227456	112	24.69148568	68227382	68227383
chr9	68266690	68266848	159	15.78882142	68266805	68266792
